seed,update,parameter_id,shape,selection_reason,quantizer,tau_ratio,naive_condition_number,effective_condition_number,effective_rank,raw_relative_l2,raw_cosine,raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int4-dynamic-b2048,0.0,110.41077423095703,110.41077423095703,384,0.2303626537322998,0.973225474357605,0.9885520935058594,0.5665358304977417,0.8415181040763855,1.0121513605117798
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int8-linear-b2048,0.0,110.41077423095703,110.41077423095703,384,0.017840389162302017,0.9998409152030945,1.000182867050171,0.05504867807030678,0.9984849095344543,1.0000666379928589
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int4-dynamic-b2048,0.0001,110.41077423095703,110.41077423095703,384,0.2303626537322998,0.973225474357605,0.9885520935058594,0.5665358304977417,0.8415181040763855,1.0121513605117798
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int8-linear-b2048,0.0001,110.41077423095703,110.41077423095703,384,0.017840389162302017,0.9998409152030945,1.000182867050171,0.05504867807030678,0.9984849095344543,1.0000666379928589
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int4-dynamic-b2048,0.0003,110.41077423095703,110.41077423095703,384,0.2303626537322998,0.973225474357605,0.9885520935058594,0.5665358304977417,0.8415181040763855,1.0121513605117798
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int8-linear-b2048,0.0003,110.41077423095703,110.41077423095703,384,0.017840389162302017,0.9998409152030945,1.000182867050171,0.05504867807030678,0.9984849095344543,1.0000666379928589
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int4-dynamic-b2048,0.001,110.41077423095703,110.41077423095703,384,0.2303626537322998,0.973225474357605,0.9885520935058594,0.5665358304977417,0.8415181040763855,1.0121513605117798
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int8-linear-b2048,0.001,110.41077423095703,110.41077423095703,384,0.017840389162302017,0.9998409152030945,1.000182867050171,0.05504867807030678,0.9984849095344543,1.0000666379928589
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int4-dynamic-b2048,0.003,110.41077423095703,110.41077423095703,384,0.2303626537322998,0.973225474357605,0.9885520935058594,0.5665358304977417,0.8415181040763855,1.0121513605117798
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int8-linear-b2048,0.003,110.41077423095703,110.41077423095703,384,0.017840389162302017,0.9998409152030945,1.000182867050171,0.05504867807030678,0.9984849095344543,1.0000666379928589
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int4-dynamic-b2048,0.01,100.0000991821289,100.0000991821289,384,0.2303629219532013,0.973224937915802,0.9885197281837463,0.5656479597091675,0.8421481251716614,1.0129436254501343
0,512,transformer.h.5.mlp.c_proj.weight,"[384, 1024]",medium_condition,int8-linear-b2048,0.01,100.0000991821289,100.0000991821289,384,0.017840901389718056,0.9998409152030945,1.0001726150512695,0.0546073354780674,0.9985091090202332,1.0001263618469238
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int4-dynamic-b2048,0.0,29.08185577392578,29.08185577392578,384,0.20716604590415955,0.9784873723983765,0.9973371624946594,0.3594950735569,0.9356727004051208,1.0043740272521973
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int8-linear-b2048,0.0,29.08185577392578,29.08185577392578,384,0.012250479310750961,0.9999249577522278,1.000078797340393,0.022652512416243553,0.9997435212135315,1.0000110864639282
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int4-dynamic-b2048,0.0001,29.08185577392578,29.08185577392578,384,0.20716604590415955,0.9784873723983765,0.9973371624946594,0.3594950735569,0.9356727004051208,1.0043740272521973
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int8-linear-b2048,0.0001,29.08185577392578,29.08185577392578,384,0.012250479310750961,0.9999249577522278,1.000078797340393,0.022652512416243553,0.9997435212135315,1.0000110864639282
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int4-dynamic-b2048,0.0003,29.08185577392578,29.08185577392578,384,0.20716604590415955,0.9784873723983765,0.9973371624946594,0.3594950735569,0.9356727004051208,1.0043740272521973
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int8-linear-b2048,0.0003,29.08185577392578,29.08185577392578,384,0.012250479310750961,0.9999249577522278,1.000078797340393,0.022652512416243553,0.9997435212135315,1.0000110864639282
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int4-dynamic-b2048,0.001,29.08185577392578,29.08185577392578,384,0.20716604590415955,0.9784873723983765,0.9973371624946594,0.3594950735569,0.9356727004051208,1.0043740272521973
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int8-linear-b2048,0.001,29.08185577392578,29.08185577392578,384,0.012250479310750961,0.9999249577522278,1.000078797340393,0.022652512416243553,0.9997435212135315,1.0000110864639282
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int4-dynamic-b2048,0.003,29.08185577392578,29.08185577392578,384,0.20716604590415955,0.9784873723983765,0.9973371624946594,0.3594950735569,0.9356727004051208,1.0043740272521973
0,4096,transformer.h.3.mlp.c_proj.weight,"[384, 1024]",low_update_error,int8-linear-b2048,0.003,29.08185577392578,29.08185577392578,384,0.012250479310750961,0.9999249577522278,1.000078797340393,0.022652512416243553,0.9997435212135315,1.0000110864639282
