seed,update,parameter_id,parameter_name,shape,component,removed_energy,removed_energy_fraction,coefficient_count,budget_fraction,baseline_update_cosine,baseline_update_relative_l2,baseline_update_norm_ratio,restored_update_cosine,restored_update_relative_l2,restored_update_norm_ratio,polar_baseline_cosine,polar_baseline_relative_l2,polar_restored_cosine,polar_restored_relative_l2,polar_restored_norm_ratio,update_cosine_gain,update_l2_reduction,recovered_cosine_error_fraction,recovered_l2_error_fraction,polar_update_cosine_gain,polar_update_l2_reduction,selection,requested_coefficients
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",diagonal,0.0007740995497442782,0.015028876254354522,8,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6251189112663269,0.8652467131614685,0.9985114336013794,0.6566484570503235,0.8286778926849365,0.6574586033821106,0.8276991248130798,1.0000008344650269,0.0008563399314880371,0.0010071396827697754,0.002279091371147817,0.001162638041335061,0.0008101463317871094,0.0009787678718566895,diagonal,8
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",diagonal,0.0009539939928799868,0.018521464934487086,16,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6246732473373413,0.8657429218292236,0.9984679222106934,0.6566484570503235,0.8286778926849365,0.6569892764091492,0.8282666802406311,1.0000003576278687,0.0004106760025024414,0.0005109310150146484,0.0010929866741287992,0.0005898167302079744,0.0003408193588256836,0.0004112124443054199,diagonal,16
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",diagonal,0.0011616686824709177,0.02255339753547444,32,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6252750158309937,0.8650522232055664,0.9984765648841858,0.6566484570503235,0.8286778926849365,0.6574442982673645,0.8277170062065125,1.0000003576278687,0.0010124444961547852,0.001201629638671875,0.0026945532143326247,0.001387156472350999,0.0007958412170410156,0.0009608864784240723,diagonal,32
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",diagonal,0.001375101157464087,0.02669711555777867,64,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6253318190574646,0.8649319410324097,0.998349130153656,0.6566484570503235,0.8286778926849365,0.6573725938796997,0.8278030753135681,1.0000009536743164,0.0010692477226257324,0.0013219118118286133,0.002845731196980628,0.0015260097343154989,0.0007241368293762207,0.0008748173713684082,diagonal,64
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",diagonal,0.0014647244242951274,0.028437120428159567,128,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6261329650878906,0.8640395998954773,0.9984264969825745,0.6566484570503235,0.8286778926849365,0.6582283973693848,0.8267697691917419,0.9999998807907104,0.0018703937530517578,0.0022142529487609863,0.004977927697265852,0.0025561247912384553,0.0015799403190612793,0.00190812349319458,diagonal,128
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",cross,0.001639984198845923,0.03183972861332141,8,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6243981122970581,0.8660691976547241,0.9984893798828125,0.6566484570503235,0.8286778926849365,0.6567773222923279,0.8285223841667175,1.000000238418579,0.00013554096221923828,0.00018465518951416016,0.00036073319259345276,0.00021316521584044618,0.00012886524200439453,0.00015550851821899414,cross,8
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",cross,0.002243505557999015,0.0435568880233327,16,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6244373321533203,0.8660277128219604,0.9984953999519348,0.6566484570503235,0.8286778926849365,0.6568480730056763,0.8284381031990051,1.0000001192092896,0.0001747608184814453,0.00022614002227783203,0.0004651142131416022,0.0002610551416716116,0.0001996159553527832,0.00023978948593139648,cross,16
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",cross,0.0030156609136611223,0.05854801841892132,32,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.624496340751648,0.8660014867782593,0.9985941052436829,0.6566484570503235,0.8286778926849365,0.6569802165031433,0.8282785415649414,0.9999998807907104,0.00023376941680908203,0.0002523660659790039,0.0006221616452733164,0.0002913303821395898,0.0003317594528198242,0.0003993511199951172,cross,32
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",cross,0.004045166540890932,0.07853551573746347,64,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6247925758361816,0.865736722946167,0.9987709522247314,0.6566484570503235,0.8286778926849365,0.6572972536087036,0.8278956413269043,0.9999998211860657,0.0005300045013427734,0.0005171298980712891,0.001410571481328488,0.0005969726961367692,0.000648796558380127,0.0007822513580322266,cross,64
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",cross,0.0054253945127129555,0.1053321666309621,128,,0.6242625713348389,0.8662538528442383,0.9985569715499878,0.6251357197761536,0.865324079990387,0.9987348914146423,0.6566484570503235,0.8286778926849365,0.6576449871063232,0.8274743556976318,1.0000007152557373,0.0008731484413146973,0.0009297728538513184,0.002323826094239881,0.0010733260819545255,0.0009965300559997559,0.0012035369873046875,cross,128
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.0034359374549239874,0.015918160368615174,8,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5794416666030884,0.9383448958396912,1.0444591045379639,0.5500991940498352,0.9485799074172974,0.5513660907745361,0.9472433924674988,1.000000238418579,0.0013993382453918457,0.0015801787376403809,0.0033163000448492254,0.0016811752131955418,0.0012668967247009277,0.001336514949798584,diagonal,8
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.004265003837645054,0.019759095138096764,16,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.580218493938446,0.9375054240226746,1.0445119142532349,0.5500991940498352,0.9485799074172974,0.552307665348053,0.9462480545043945,1.000001311302185,0.0021761655807495117,0.0024196505546569824,0.005157307775160592,0.002574301526901023,0.0022084712982177734,0.002331852912902832,diagonal,16
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.0051841819658875465,0.024017503518528476,32,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5817776918411255,0.9357041716575623,1.0443845987319946,0.5500991940498352,0.9485799074172974,0.5533366203308105,0.945160448551178,1.000000238418579,0.003735363483428955,0.004220902919769287,0.008852460174241007,0.004490680197745928,0.003237426280975342,0.0034194588661193848,diagonal,32
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.006066346075385809,0.028104431744275415,64,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.582399308681488,0.9350042343139648,1.0443730354309082,0.5500991940498352,0.9485799074172974,0.553591787815094,0.9448904395103455,1.0000005960464478,0.004356980323791504,0.004920840263366699,0.010325633627737304,0.005235353749424674,0.003492593765258789,0.0036894679069519043,diagonal,64
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",diagonal,0.0064853522926568985,0.030045621957854426,128,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5827540755271912,0.9346504807472229,1.0444588661193848,0.5500991940498352,0.9485799074172974,0.5542865991592407,0.9441548585891724,1.0000003576278687,0.004711747169494629,0.005274593830108643,0.011166397689028891,0.005611717330214367,0.004187405109405518,0.004425048828125,diagonal,128
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.006610816344618797,0.030626877270509688,8,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.577999472618103,0.9399666786193848,1.044495701789856,0.5500991940498352,0.9485799074172974,0.5499142408370972,0.9487747550010681,0.9999998211860657,-4.285573959350586e-05,-4.1604042053222656e-05,-0.00010156407259217929,-4.426314732792004e-05,-0.0001849532127380371,-0.00019484758377075195,cross,8
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.008952900767326355,0.04147738777210995,16,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5779438614845276,0.9400321841239929,1.0445033311843872,0.5500991940498352,0.9485799074172974,0.5498273372650146,0.9488661289215088,1.0000001192092896,-9.846687316894531e-05,-0.00010710954666137695,-0.00023335722937730205,-0.00011395540938147895,-0.00027185678482055664,-0.0002862215042114258,cross,16
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.012067357078194618,0.0559061763248234,32,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5780417323112488,0.939995288848877,1.0446492433547974,0.5500991940498352,0.9485799074172974,0.549875020980835,0.9488159418106079,1.0000004768371582,-5.960464477539062e-07,-7.021427154541016e-05,-1.4125740277076396e-06,-7.470198789726333e-05,-0.00022417306900024414,-0.00023603439331054688,cross,32
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.016235774382948875,0.07521780117564794,64,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5785709619522095,0.9393972754478455,1.0446277856826782,0.5500991940498352,0.9485799074172974,0.5500819087028503,0.94859778881073,1.0,0.0005286335945129395,0.000527799129486084,0.0012528119051739056,0.0005615331942531976,-1.728534698486328e-05,-1.7881393432617188e-05,cross,64
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",cross,0.021812966093420982,0.10105605731927446,128,,0.5780423283576965,0.9399250745773315,1.0445083379745483,0.5793631672859192,0.9382033944129944,1.04399573802948,0.5500991940498352,0.9485799074172974,0.5509386658668518,0.9476945400238037,0.9999998807907104,0.0013208389282226562,0.0017216801643371582,0.003130264045400129,0.0018317206455114188,0.0008394718170166016,0.0008853673934936523,cross,128
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0,0.0,0,,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,8
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0,0.0,0,,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,16
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",diagonal,0.0,0.0,0,,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9142792820930481,0.4166063070297241,1.011518120765686,0.9121736884117126,0.4191253185272217,0.9121736884117126,0.4191253185272217,1.0000008344650269,0.0,0.0,0.0,0.0,0.0,0.0,diagonal,32
