seed,update,parameter_id,method,mode_i,mode_j,pair_rank,sigma_i_over_max,sigma_j_over_max,skew_coordinate_amplitude,finite_k_weighted_skew,derivative_s_perp_full_tensor_isolated_pair,two_mode_sensitivity_s,t,two_mode_exact_polar_distortion,two_mode_k5_distortion,two_mode_k5_vector_relative_l2
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,296,328,1,0.004807314983769928,0.003705755462141458,-0.0004405685832030617,0.17516919902713407,0.0399113575755833,0.5170960805108648,0.05,0.0003340679688919046,0.00032360049186941353,0.025440767407417297
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,296,328,1,0.004807314983769928,0.003705755462141458,-0.0004405685832030617,0.17516919902713407,0.0399113575755833,0.5170960805108648,0.1,0.0013342666226293654,0.001292654529003845,0.05085084214806557
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,296,328,1,0.004807314983769928,0.003705755462141458,-0.0004405685832030617,0.17516919902713407,0.0399113575755833,0.5170960805108648,0.2,0.005305248012377084,0.0051428959485277925,0.10145822167396545
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,296,328,1,0.004807314983769928,0.003705755462141458,-0.0004405685832030617,0.17516919902713407,0.0399113575755833,0.5170960805108648,0.4,0.02072828990955189,0.02014261746536805,0.20103150606155396
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,296,328,1,0.004807314983769928,0.003705755462141458,-0.0004405685832030617,0.17516919902713407,0.0399113575755833,0.5170960805108648,0.6,0.04491229585395928,0.043818815531402544,0.2971419095993042
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,296,328,1,0.004807314983769928,0.003705755462141458,-0.0004405685832030617,0.17516919902713407,0.0399113575755833,0.5170960805108648,0.8,0.07594522379266722,0.0745011782347651,0.38868412375450134
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,296,328,1,0.004807314983769928,0.003705755462141458,-0.0004405685832030617,0.17516919902713407,0.0399113575755833,0.5170960805108648,1.0,0.11172969560270007,0.11032387055614612,0.4750136733055115
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,296,328,1,0.004807314983769928,0.003705755462141458,-0.0004405685832030617,0.17516919902713407,0.0399113575755833,0.5170960805108648,1.25,0.16016612917117257,0.15955354832340296,0.5750917792320251
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,296,328,1,0.004807314983769928,0.003705755462141458,-0.0004405685832030617,0.17516919902713407,0.0399113575755833,0.5170960805108648,1.5,0.20983144494746775,0.21079816611368973,0.666138768196106
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,285,318,2,0.005295826074660191,0.004019502562890737,-0.0004311522701461989,0.16470102236209846,0.03752622956686677,0.4624624170205642,0.05,0.00026723220119106994,0.0002567962676598423,0.022662866860628128
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,285,318,2,0.005295826074660191,0.004019502562890737,-0.0004311522701461989,0.16470102236209846,0.03752622956686677,0.4624624170205642,0.1,0.0010676451991776803,0.0010260564961477314,0.04530259594321251
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,285,318,2,0.005295826074660191,0.004019502562890737,-0.0004311522701461989,0.16470102236209846,0.03752622956686677,0.4624624170205642,0.2,0.004250179335908766,0.004086287901454266,0.09042111784219742
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,285,318,2,0.005295826074660191,0.004019502562890737,-0.0004311522701461989,0.16470102236209846,0.03752622956686677,0.4624624170205642,0.4,0.01668276336797625,0.016066115818458515,0.17940951883792877
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,285,318,2,0.005295826074660191,0.004019502562890737,-0.0004311522701461989,0.16470102236209846,0.03752622956686677,0.4624624170205642,0.6,0.036407499158637724,0.0351619242921144,0.26573342084884644
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,285,318,2,0.005295826074660191,0.004019502562890737,-0.0004311522701461989,0.16470102236209846,0.03752622956686677,0.4624624170205642,0.8,0.06212898058260208,0.060249386155865725,0.34849444031715393
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,285,318,2,0.005295826074660191,0.004019502562890737,-0.0004311522701461989,0.16470102236209846,0.03752622956686677,0.4624624170205642,1.0,0.09235996300518112,0.09004098738403143,0.427166223526001
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,285,318,2,0.005295826074660191,0.004019502562890737,-0.0004311522701461989,0.16470102236209846,0.03752622956686677,0.4624624170205642,1.25,0.13424754615306433,0.1319245690823594,0.5194223523139954
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,285,318,2,0.005295826074660191,0.004019502562890737,-0.0004311522701461989,0.16470102236209846,0.03752622956686677,0.4624624170205642,1.5,0.17834111045115264,0.17680068742480592,0.6048426628112793
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,302,352,3,0.004573703001727639,0.0030345744070047745,0.00037972384433183383,0.1555432476745894,0.03543969570623443,0.4986840505961339,0.05,0.00031071235463075997,0.00029372167680596917,0.024238023906946182
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,302,352,3,0.004573703001727639,0.0030345744070047745,0.00037972384433183383,0.1555432476745894,0.03543969570623443,0.4986840505961339,0.1,0.0012411145341841845,0.0011732227809972962,0.048446472734212875
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,302,352,3,0.004573703001727639,0.0030345744070047745,0.00037972384433183383,0.1555432476745894,0.03543969570623443,0.4986840505961339,0.2,0.004936913819351685,0.004666491666679207,0.09665697813034058
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,302,352,3,0.004573703001727639,0.0030345744070047745,0.00037972384433183383,0.1555432476745894,0.03543969570623443,0.4986840505961339,0.4,0.019320178777296637,0.01825671305403498,0.19144496321678162
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,302,352,3,0.004573703001727639,0.0030345744070047745,0.00037972384433183383,0.1555432476745894,0.03543969570623443,0.4986840505961339,0.6,0.04196577313525374,0.039640278782542726,0.28260523080825806
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,302,352,3,0.004573703001727639,0.0030345744070047745,0.00037972384433183383,0.1555432476745894,0.03543969570623443,0.4986840505961339,0.8,0.07118651340217774,0.06721579021627855,0.3686372935771942
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,302,352,3,0.004573703001727639,0.0030345744070047745,0.00037972384433183383,0.1555432476745894,0.03543969570623443,0.4986840505961339,1.0,0.10510224910515398,0.09921533867144494,0.4484631419181824
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,302,352,3,0.004573703001727639,0.0030345744070047745,0.00037972384433183383,0.1555432476745894,0.03543969570623443,0.4986840505961339,1.25,0.1513749037876816,0.14291722617072533,0.5387510061264038
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,302,352,3,0.004573703001727639,0.0030345744070047745,0.00037972384433183383,0.1555432476745894,0.03543969570623443,0.4986840505961339,1.5,0.19924193448172234,0.18830405152093832,0.6186866164207458
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,266,312,4,0.0061847748848507245,0.004224860436569315,0.000425359698556942,0.15149024033410152,0.03451622045440082,0.4082862675029444,0.05,0.00020830698950413673,0.00019636848800763662,0.019817791879177094
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,266,312,4,0.0061847748848507245,0.004224860436569315,0.000425359698556942,0.15149024033410152,0.03451622045440082,0.4082862675029444,0.1,0.0008324477722937429,0.000784734185157232,0.039618078619241714
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,266,312,4,0.0061847748848507245,0.004224860436569315,0.000425359698556942,0.15149024033410152,0.03451622045440082,0.4082862675029444,0.2,0.003317372762456472,0.0031271558477502515,0.07909638434648514
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,266,312,4,0.0061847748848507245,0.004224860436569315,0.000425359698556942,0.15149024033410152,0.03451622045440082,0.4082862675029444,0.4,0.013074842294061528,0.012324148554523129,0.15708760917186737
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,266,312,4,0.0061847748848507245,0.004224860436569315,0.000425359698556942,0.15149024033410152,0.03451622045440082,0.4082862675029444,0.6,0.028719252175303245,0.02706793780663752,0.23293712735176086
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,266,312,4,0.0061847748848507245,0.004224860436569315,0.000425359698556942,0.15149024033410152,0.03451622045440082,0.4082862675029444,0.8,0.049422147646548065,0.04657882174088557,0.3057457506656647
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,266,312,4,0.0061847748848507245,0.004224860436569315,0.000425359698556942,0.15149024033410152,0.03451622045440082,0.4082862675029444,1.0,0.07419220395863257,0.06993137411449613,0.37481600046157837
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,266,312,4,0.0061847748848507245,0.004224860436569315,0.000425359698556942,0.15149024033410152,0.03451622045440082,0.4082862675029444,1.25,0.10929357709937171,0.10306879392782553,0.4552353024482727
0,128,transformer.h.0.attn.c_attn.weight,structural_vq64_int3_k8,266,312,4,0.0061847748848507245,0.004224860436569315,0.000425359698556942,0.15149024033410152,0.03451622045440082,0.4082862675029444,1.5,0.14721877060975497,0.1389956617668089,0.5288301706314087
