seed,update,parameter_id,method,changed_fraction,changed_count,mean_physical_centroid_displacement,median_physical_centroid_displacement,delta_mse_mean_changed,delta_hutch_frechet_mean_changed,delta_hutch_skew_mean_changed,pair_norm_low_change_fraction,pair_norm_mid_change_fraction,pair_norm_high_change_fraction,block_scale_low_change_fraction,block_scale_mid_change_fraction,block_scale_high_change_fraction,local_sensitivity_low_change_fraction,local_sensitivity_mid_change_fraction,local_sensitivity_high_change_fraction
0,128,transformer.h.0.attn.c_attn.weight,mse,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.attn.c_attn.weight,pair_local_frechet_hutchinson,0.0815836563706398,18045,0.0001420640473952517,5.4539745178772137e-05,2.8647475502907582e-08,-0.0009274623087291494,0.0020208862161572947,0.06348727643489838,0.07092896103858948,0.1106574758887291,0.0655517578125,0.06824060529470444,0.1113823801279068,0.11297283321619034,0.07171351462602615,0.06036360561847687
0,128,transformer.h.0.attn.c_attn.weight,pair_local_skew_hutchinson,0.42531105875968933,94072,0.00013658635725732893,5.456484359456226e-05,6.075448055753441e-08,0.01539455340081552,-0.00013203602722561793,0.5176254510879517,0.47639691829681396,0.2803633213043213,0.5333659052848816,0.4755067527294159,0.2643229067325592,0.2715814411640167,0.49501341581344604,0.5072269439697266
0,128,transformer.h.0.attn.c_attn.weight,mix_025,0.6954888105392456,153831,0.0002835880150087178,7.931890286272392e-05,1.558352380470751e-07,0.032201826455488886,0.011280557646920052,0.5183789730072021,0.647682249546051,0.9218533635139465,0.5966796875,0.5341665148735046,0.9662678837776184,0.9523776769638062,0.5727906227111816,0.5650148391723633
0,128,transformer.h.0.attn.c_attn.weight,mix_050,0.6684706211090088,147855,0.00019238881941419095,6.741197285009548e-05,6.504448180066902e-08,0.01128277010930218,0.004655324857902285,0.5119535326957703,0.6368447542190552,0.8575714826583862,0.5937635898590088,0.5223949551582336,0.8995768427848816,0.8901645541191101,0.560955822467804,0.5575481653213501
0,128,transformer.h.0.attn.c_attn.weight,mix_075,0.5763663053512573,127483,0.00012650994176510721,4.690811692853458e-05,2.2665998855586622e-08,0.0030845134654141518,0.0015977178060785303,0.49438971281051636,0.6056221723556519,0.6282007098197937,0.5840522050857544,0.49250420928001404,0.6607258915901184,0.6634242534637451,0.5295736789703369,0.537518322467804
0,128,transformer.h.0.attn.c_proj.weight,mse,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.attn.c_proj.weight,pair_local_frechet_hutchinson,0.1133355051279068,8356,0.0009444758179597557,0.0007668411708436906,7.866369742259849e-07,-0.002135445748957227,0.010726265204046315,0.1092478409409523,0.11109781265258789,0.11972872912883759,0.1102701798081398,0.11448317021131516,0.1155192032456398,0.16633784770965576,0.09649752825498581,0.07768187671899796
0,128,transformer.h.0.attn.c_proj.weight,pair_local_skew_hutchinson,0.1848687082529068,13630,0.0012160779442638159,0.0008835123153403401,1.9257211079093395e-06,0.044418116433912885,-0.0013929913101583295,0.17940813302993774,0.18382000923156738,0.19140978157520294,0.1825358122587204,0.1831430345773697,0.1891682893037796,0.1907932609319687,0.1851763278245926,0.17862720787525177
0,128,transformer.h.0.attn.c_proj.weight,mix_025,0.0714111328125,5265,0.0008215293637476861,0.0007752227829769254,6.570493127355803e-08,-0.0006637850974050687,0.0008294536198671549,0.05787093937397003,0.07719004154205322,0.07899712026119232,0.0721842423081398,0.06430288404226303,0.0756429061293602,0.07899712026119232,0.07020903378725052,0.0650637075304985
0,128,transformer.h.0.attn.c_proj.weight,mix_050,0.0741238072514534,5465,0.0008092995267361403,0.0007521117804571986,6.727457702027095e-08,-0.0021470075763166136,0.0008968568970790728,0.06555692851543427,0.0752752497792244,0.08150431513786316,0.0750732421875,0.07008714228868484,0.0766194686293602,0.08721742779016495,0.07168501615524292,0.06354295462369919
0,128,transformer.h.0.attn.c_proj.weight,mix_075,0.0861138254404068,6349,0.0007993710460141301,0.0007377308211289346,9.802899825217537e-08,-0.0024948176860708714,0.0013596148119819171,0.08080559223890305,0.08488909900188446,0.09268392622470856,0.0843505859375,0.08473557978868484,0.0889892578125,0.1078914925456047,0.08141854405403137,0.06917385756969452
0,128,transformer.h.0.mlp.w1.weight,mse,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,128,transformer.h.0.mlp.w1.weight,pair_local_frechet_hutchinson,0.0566762275993824,11143,0.00016760460857767612,0.00015285344852600247,3.4712939189773806e-09,-7.936649382757772e-05,1.3366299605858996e-05,0.0521261990070343,0.053241778165102005,0.06476472318172455,0.0566864013671875,0.055915601551532745,0.057403564453125,0.0635162815451622,0.055186547338962555,0.05137097090482712
0,128,transformer.h.0.mlp.w1.weight,pair_local_skew_hutchinson,0.2042134553194046,40150,0.0002605383924674243,0.00018268183339387178,9.313820470424616e-08,0.00199819962882142,-1.5280769989494226e-05,0.2175675481557846,0.2077910453081131,0.18717344105243683,0.2194976806640625,0.19794626533985138,0.1947784423828125,0.1788196861743927,0.20578643679618835,0.22798661887645721
0,128,transformer.h.0.mlp.w1.weight,mix_025,0.3056284487247467,60089,0.00017428694991394877,0.00015944942424539477,1.6726875884387482e-08,0.0003364264524479664,6.091038103895281e-05,0.21576423943042755,0.34758996963500977,0.3522602915763855,0.3834686279296875,0.23314690589904785,0.2962799072265625,0.30181407928466797,0.306929349899292,0.3081025183200836
0,128,transformer.h.0.mlp.w1.weight,mix_050,0.2941131591796875,57825,0.00017316441517323256,0.0001587209408171475,1.5683886189776786e-08,0.00031154570185934667,5.6981991672889566e-05,0.2065936028957367,0.334245890378952,0.340284526348114,0.3739776611328125,0.22409150004386902,0.2803955078125,0.2922118902206421,0.2953355610370636,0.2947550117969513
