seed,update,parameter_id,parameter_name,shape,rank_label,kind,residual_norm,residual_over_matrix_norm,max_abs_residual,max_abs_matrix,rms_residual,rms_matrix,block_absmax_mean,block_absmax_median,block_absmax_max,matrix_block_absmax_mean,matrix_block_absmax_median,max_abs_ratio_to_matrix,direct_max_abs,direct_block_absmax_mean
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_1,residual,0.2730292081832886,0.8064860105514526,0.004087707959115505,0.004870836157351732,0.00041050417348742485,0.000509003468323499,0.0011306388769298792,0.0004310503718443215,0.004087707959115505,0.0013477398315444589,0.0005418402142822742,0.8392210006713867,0.0005479692481458187,0.00015152791456785053
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_2,residual,0.23718129098415375,0.700596809387207,0.0034360578283667564,0.004870836157351732,0.00035660609137266874,0.000509003468323499,0.0009768345626071095,0.0003899472067132592,0.0034360578283667564,0.0013477398315444589,0.0005418402142822742,0.7054349184036255,0.0005479692481458187,0.00015152791456785053
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_4,residual,0.20303212106227875,0.5997254848480225,0.002744528464972973,0.004870836157351732,0.0003052623360417783,0.000509003468323499,0.0008541261195205152,0.0003389164339751005,0.002744528464972973,0.0013477398315444589,0.0005418402142822742,0.5634614825248718,0.0005479692481458187,0.00015152791456785053
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_8,residual,0.16853594779968262,0.4978291094303131,0.002396000549197197,0.004870836157351732,0.0002533968654461205,0.000509003468323499,0.0006951104733161628,0.0002956744283437729,0.002396000549197197,0.0013477398315444589,0.0005418402142822742,0.4919074475765228,0.0005479692481458187,0.00015152791456785053
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",fixed_16,residual,0.1313798725605011,0.3880757987499237,0.0016566221602261066,0.004870836157351732,0.00019753207743633538,0.000509003468323499,0.0005563689628615975,0.0002617415157146752,0.0016566221602261066,0.0013477398315444589,0.0005418402142822742,0.3401104211807251,0.0005479692481458187,0.00015152791456785053
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_25,residual,0.2730292081832886,0.8064860105514526,0.004087707959115505,0.004870836157351732,0.00041050417348742485,0.000509003468323499,0.0011306388769298792,0.0004310503718443215,0.004087707959115505,0.0013477398315444589,0.0005418402142822742,0.8392210006713867,0.0005479692481458187,0.00015152791456785053
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_50,residual,0.23718129098415375,0.700596809387207,0.0034360578283667564,0.004870836157351732,0.00035660609137266874,0.000509003468323499,0.0009768345626071095,0.0003899472067132592,0.0034360578283667564,0.0013477398315444589,0.0005418402142822742,0.7054349184036255,0.0005479692481458187,0.00015152791456785053
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_75,residual,0.16853594779968262,0.4978291094303131,0.002396000549197197,0.004870836157351732,0.0002533968654461205,0.000509003468323499,0.0006951104733161628,0.0002956744283437729,0.002396000549197197,0.0013477398315444589,0.0005418402142822742,0.4919074475765228,0.0005479692481458187,0.00015152791456785053
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_90,residual,0.10664631426334381,0.3150167167186737,0.0012584705837070942,0.004870836157351732,0.00016034454165492207,0.000509003468323499,0.0004586309369187802,0.00021704562823288143,0.0012584705837070942,0.0013477398315444589,0.0005418402142822742,0.25836849212646484,0.0005479692481458187,0.00015152791456785053
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",fixed_1,residual,0.9218074083328247,0.811438262462616,0.014379415661096573,0.025369351729750633,0.002400541678071022,0.00295837945304811,0.009679696522653103,0.009171041660010815,0.014379415661096573,0.012766150757670403,0.012503311038017273,0.5668026208877563,0.0028540529310703278,0.001434897305443883
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",fixed_2,residual,0.7735586166381836,0.6809394359588623,0.010158300399780273,0.025369351729750633,0.0020144768059253693,0.00295837945304811,0.0077838352881371975,0.007808953523635864,0.010158300399780273,0.012766150757670403,0.012503311038017273,0.40041622519493103,0.0028540529310703278,0.001434897305443883
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",fixed_4,residual,0.6650431156158447,0.5854166746139526,0.008644099347293377,0.025369351729750633,0.0017318845493718982,0.00295837945304811,0.006592662073671818,0.0065349130891263485,0.008644099347293377,0.012766150757670403,0.012503311038017273,0.3407300114631653,0.0028540529310703278,0.001434897305443883
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",fixed_8,residual,0.5514970421791077,0.4854655861854553,0.0075425333343446255,0.025369351729750633,0.0014361913781613111,0.00295837945304811,0.005404511000961065,0.005342656746506691,0.0075425333343446255,0.012766150757670403,0.012503311038017273,0.29730886220932007,0.0028540529310703278,0.001434897305443883
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",fixed_16,residual,0.43293264508247375,0.38109707832336426,0.00520158838480711,0.025369351729750633,0.0011274300049990416,0.00295837945304811,0.004281217698007822,0.004285058472305536,0.00520158838480711,0.012766150757670403,0.012503311038017273,0.20503434538841248,0.0028540529310703278,0.001434897305443883
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",energy_25,residual,0.9218074083328247,0.811438262462616,0.014379415661096573,0.025369351729750633,0.002400541678071022,0.00295837945304811,0.009679696522653103,0.009171041660010815,0.014379415661096573,0.012766150757670403,0.012503311038017273,0.5668026208877563,0.0028540529310703278,0.001434897305443883
