seed,update,parameter_id,parameter_name,shape,effective_rank,total_residual_energy,projected_residual_energy,unresolved_residual_energy,raw_relative_l2,raw_cosine,baseline_update_cosine,baseline_update_relative_l2,baseline_polar_cosine,baseline_polar_relative_l2,block,readout,removed_residual_energy,removed_residual_fraction,raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,update_cosine_gain,update_l2_reduction
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17685472965240479,0.9846965074539185,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,HH,production,5.191866512177512e-05,0.014276434430086634,1.0147011280059814,0.8662011623382568,0.6244193315505981,0.9988502264022827,0.00015676021575927734,5.269050598144531e-05
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17685472965240479,0.9846965074539185,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,HH,polar,5.191866512177512e-05,0.014276434430086634,1.0147011280059814,0.8285948038101196,0.6567179560661316,1.0,6.949901580810547e-05,8.308887481689453e-05
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.1772792935371399,0.9843437075614929,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,HM,production,3.469294824753888e-05,0.009539759924117317,1.0032567977905273,0.8661125898361206,0.6243759393692017,0.998529314994812,0.00011336803436279297,0.00014126300811767578
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.1772792935371399,0.9843437075614929,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,HM,polar,3.469294824753888e-05,0.009539759924117317,1.0032567977905273,0.8285168409347534,0.6567818522453308,1.0000004768371582,0.00013339519500732422,0.00016105175018310547
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17723621428012848,0.9843518733978271,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,HT,production,3.6437621020013466e-05,0.010019504662926951,1.0032485723495483,0.86620032787323,0.6243129372596741,0.9985657334327698,5.036592483520508e-05,5.352497100830078e-05
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17723621428012848,0.9843518733978271,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,HT,polar,3.6437621020013466e-05,0.010019504662926951,1.0032485723495483,0.8285647034645081,0.6567427515983582,1.000000238418579,9.429454803466797e-05,0.0001131892204284668
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17741656303405762,0.984321117401123,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,MH,production,2.9109362003509887e-05,0.008004402597216765,1.0032799243927002,0.8660855889320374,0.624392569065094,0.9985114336013794,0.00012999773025512695,0.00016826391220092773
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17741656303405762,0.984321117401123,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,MH,polar,2.9109362003509887e-05,0.008004402597216765,1.0032799243927002,0.8285125494003296,0.6567856073379517,1.0000003576278687,0.00013715028762817383,0.0001653432846069336
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17735610902309418,0.9843320846557617,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,MM,production,3.1566938559990376e-05,0.008680179420122726,1.0033173561096191,0.8633383512496948,0.626596212387085,0.9980440139770508,0.0023336410522460938,0.002915501594543457
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17735610902309418,0.9843320846557617,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,MM,polar,3.1566938559990376e-05,0.008680179420122726,1.0033173561096191,0.8250293135643005,0.6596654057502747,1.0000008344650269,0.003016948699951172,0.0036485791206359863
