seed,update,parameter_id,parameter_name,shape,effective_rank,total_residual_energy,projected_residual_energy,unresolved_residual_energy,raw_relative_l2,raw_cosine,baseline_update_cosine,baseline_update_relative_l2,baseline_polar_cosine,baseline_polar_relative_l2,group,update_cosine_gain,update_l2_reduction
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,U_head_rows,0.0003223419189453125,0.0002512931823730469
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,U_middle_rows,0.0043239593505859375,0.005154907703399658
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,U_tail_rows,-0.0006589889526367188,-0.0011559128761291504
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,V_head_cols,0.0002917647361755371,0.0002257227897644043
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,V_middle_cols,0.002258896827697754,0.002795696258544922
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,V_tail_cols,0.0009084343910217285,0.0004277229309082031
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",384,0.04659130051732063,0.04659130424261093,0.0,0.1900058537721634,0.9819840788841248,0.5780423283576965,0.9399250745773315,0.5500991940498352,0.9485799074172974,U_head_rows,0.0005107522010803223,0.0006176233291625977
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",384,0.04659130051732063,0.04659130424261093,0.0,0.1900058537721634,0.9819840788841248,0.5780423283576965,0.9399250745773315,0.5500991940498352,0.9485799074172974,U_middle_rows,0.0070593953132629395,0.008182644844055176
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",384,0.04659130051732063,0.04659130424261093,0.0,0.1900058537721634,0.9819840788841248,0.5780423283576965,0.9399250745773315,0.5500991940498352,0.9485799074172974,U_tail_rows,0.0002918243408203125,0.00038182735443115234
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",384,0.04659130051732063,0.04659130424261093,0.0,0.1900058537721634,0.9819840788841248,0.5780423283576965,0.9399250745773315,0.5500991940498352,0.9485799074172974,V_head_cols,0.0006010532379150391,0.0006846785545349121
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",384,0.04659130051732063,0.04659130424261093,0.0,0.1900058537721634,0.9819840788841248,0.5780423283576965,0.9399250745773315,0.5500991940498352,0.9485799074172974,V_middle_cols,0.007475793361663818,0.008468091487884521
