seed,update,parameter_id,parameter_name,shape,effective_rank,total_residual_energy,projected_residual_energy,unresolved_residual_energy,raw_relative_l2,raw_cosine,baseline_update_cosine,baseline_update_relative_l2,baseline_polar_cosine,baseline_polar_relative_l2,baseline_update_error
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,0.37573742866516113
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"[384, 384]",384,0.04659130051732063,0.04659130424261093,0.0,0.1900058537721634,0.9819840788841248,0.5780423283576965,0.9399250745773315,0.5500991940498352,0.9485799074172974,0.42195767164230347
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"[1024, 384]",384,0.0030042477883398533,0.001284375786781311,0.0017198720015585423,0.18733878433704376,0.9824832677841187,0.9142792820930481,0.4166063070297241,0.9121736884117126,0.4191253185272217,0.0857207179069519
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"[1024, 384]",384,0.0027920505963265896,0.0012005188036710024,0.0015915317926555872,0.18681688606739044,0.9825871586799622,0.9145130515098572,0.4161347448825836,0.9118812084197998,0.4198223948478699,0.08548694849014282
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"[384, 1024]",384,0.047371625900268555,0.0209424439817667,0.026429181918501854,0.22116975486278534,0.9754047393798828,0.8438860177993774,0.5611579418182373,0.8360643982887268,0.5726109147071838,0.15611398220062256
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"[1152, 384]",384,0.0026343169156461954,0.001994799356907606,0.0006395175587385893,0.18376359343528748,0.9831402897834778,0.5688702464103699,0.9444178342819214,0.5784841775894165,0.9181689023971558,0.4311297535896301
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"[384, 384]",384,0.031178709119558334,0.031178707256913185,1.862645149230957e-09,0.18688231706619263,0.9825795888900757,0.5385554432868958,0.9973449110984802,0.4965636730194092,1.0034310817718506,0.46144455671310425
0,128,transformer.h.1.mlp.w1.weight,transformer.h.1.mlp.w1.weight,"[1024, 384]",384,0.001818448887206614,0.000877360871527344,0.00094108801567927,0.19061550498008728,0.9818563461303711,0.8761054873466492,0.4990176558494568,0.8711448907852173,0.5076614618301392,0.12389451265335083
0,128,transformer.h.1.mlp.w2.weight,transformer.h.1.mlp.w2.weight,"[1024, 384]",384,0.001685125520452857,0.0008051283075474203,0.0008799972129054368,0.19078850746154785,0.9818306565284729,0.8750038743019104,0.5012667179107666,0.8694328665733337,0.5110229253768921,0.1249961256980896
0,128,transformer.h.1.mlp.c_proj.weight,transformer.h.1.mlp.c_proj.weight,"[384, 1024]",384,0.030715610831975937,0.015358657576143742,0.015356953255832195,0.2299676388502121,0.9732839465141296,0.800520122051239,0.6287871599197388,0.7977912425994873,0.6359438300132751,0.199479877948761
0,128,transformer.h.2.attn.c_attn.weight,transformer.h.2.attn.c_attn.weight,"[1152, 384]",384,0.0018664991948753595,0.0014591595390811563,0.0004073396557942033,0.18812666833400726,0.9823247194290161,0.5307719707489014,0.9996792078018188,0.5282394289970398,0.9713510870933533,0.46922802925109863
0,128,transformer.h.2.attn.c_proj.weight,transformer.h.2.attn.c_proj.weight,"[384, 384]",384,0.022479094564914703,0.022479094564914703,0.0,0.1924431174993515,0.9815079569816589,0.5080125331878662,1.04104483127594,0.4627090096473694,1.036620855331421,0.4919874668121338
