seed,update,parameter_id,parameter_name,shape,effective_rank,total_residual_energy,projected_residual_energy,unresolved_residual_energy,raw_relative_l2,raw_cosine,baseline_update_cosine,baseline_update_relative_l2,baseline_polar_cosine,baseline_polar_relative_l2,group,readout,removed_residual_energy,removed_residual_fraction,raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,update_cosine_gain,update_l2_reduction
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17583495378494263,0.984869658946991,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,all_diag,production,9.313903683505487e-05,0.02561108512975616,1.0145725011825562,0.8644899129867554,0.6260050535202026,0.9991267323493958,0.0017424821853637695,0.0017639398574829102
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17583495378494263,0.984869658946991,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,all_diag,polar,9.313903683505487e-05,0.02561108512975616,1.0145725011825562,0.8251352310180664,0.6595777273178101,1.000001072883606,0.0029292702674865723,0.003542661666870117
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17436249554157257,0.9848464131355286,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,all_offdiag,production,0.0001522402417322155,0.04186255219799462,1.0027447938919067,0.8646189570426941,0.6258562803268433,0.9990283250808716,0.0015937089920043945,0.0016348958015441895
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17436249554157257,0.9848464131355286,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,all_offdiag,polar,0.0001522402417322155,0.04186255219799462,1.0027447938919067,0.8258026838302612,0.6590272784233093,1.000000238418579,0.00237882137298584,0.002875208854675293
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17656151950359344,0.984468400478363,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,H_to_M,production,6.380231025104877e-05,0.017544162521334082,1.0031297206878662,0.8659692406654358,0.6244882941246033,0.9984972476959229,0.0002257227897644043,0.00028461217880249023
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17656151950359344,0.984468400478363,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,H_to_M,polar,6.380231025104877e-05,0.017544162521334082,1.0031297206878662,0.8283731341362,0.656901478767395,1.0000005960464478,0.0002530217170715332,0.00030475854873657227
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17710335552692413,0.9843743443489075,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,M_to_T,production,4.183421879133675e-05,0.01150344447623189,1.003225564956665,0.8649313449859619,0.6256100535392761,0.9990934729576111,0.0013474822044372559,0.0013225078582763672
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17710335552692413,0.9843743443489075,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,M_to_T,polar,4.183421879133675e-05,0.01150344447623189,1.003225564956665,0.8262032866477966,0.6586962342262268,1.0000005960464478,0.0020477771759033203,0.0024746060371398926
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17698591947555542,0.9843948483467102,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,H_to_T,production,4.660371268982999e-05,0.012814945200428647,1.0032048225402832,0.866182804107666,0.6243281364440918,0.9985653162002563,6.556510925292969e-05,7.104873657226562e-05
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17698591947555542,0.9843948483467102,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,H_to_T,polar,4.660371268982999e-05,0.012814945200428647,1.0032048225402832,0.8285344243049622,0.6567677855491638,0.9999998807907104,0.00011932849884033203,0.00014346837997436523
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17509129643440247,0.9849932789802551,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,U_head_rows,production,0.00012304923438932747,0.033835699017130905,1.0143953561782837,0.8660025596618652,0.6245849132537842,0.9988337159156799,0.0003223419189453125,0.0002512931823730469
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17509129643440247,0.9849932789802551,0.6566484570503235,0.8286778926849365,0.6566484570503235,0.8286778926849365,U_head_rows,polar,0.00012304923438932747,0.033835699017130905,1.0143953561782837,0.8283184766769409,0.6569467782974243,1.0,0.0002983212471008301,0.00035941600799560547
