seed,update,parameter_id,parameter_name,shape,effective_rank,total_residual_energy,projected_residual_energy,unresolved_residual_energy,raw_relative_l2,raw_cosine,baseline_update_cosine,baseline_update_relative_l2,baseline_polar_cosine,baseline_polar_relative_l2,block,readout,removed_residual_fraction,cosine_efficiency,l2_efficiency
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,HH,production,0.014276434430086634,0.010980347826129165,0.0036907328814821984
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,HH,polar,0.014276434430086634,0.004868093370823805,0.0058200018515680825
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,HM,production,0.009539759924117317,0.0118837408136644,0.014807815840370468
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,HM,polar,0.009539759924117317,0.013983076730273884,0.0168821596627346
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,HT,production,0.010019504662926951,0.005026787903154877,0.005342077558619028
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,HT,polar,0.010019504662926951,0.009411098772533745,0.011296887843894805
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,MH,production,0.008004402597216765,0.016240778581068482,0.021021420419237196
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,MH,polar,0.008004402597216765,0.017134356494744877,0.020656542771152666
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,MM,production,0.008680179420122726,0.2688470985791097,0.3358803376557665
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,MM,polar,0.008680179420122726,0.34756755061504435,0.42033452812941974
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,MT,production,0.00879600212370867,0.18404522069590476,0.1910383969756608
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,MT,polar,0.00879600212370867,0.2408580016353181,0.2910841863112403
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",384,0.0036366689018905163,0.0026530299801379442,0.000983638921752572,0.17813079059123993,0.9841997623443604,0.6242625713348389,0.8662538528442383,0.6566484570503235,0.8286778926849365,TH,production,0.0027954405375016952,0.002217497733713417,0.0012793256156038942
