seed,update,parameter_id,parameter_name,shape,k,quantizer,raw_residual_relative_l2,raw_residual_cosine,full_state_raw_relative_l2,full_state_raw_cosine,update_cosine,update_relative_l2,update_norm_ratio,exact_polar_cosine,exact_polar_relative_l2,residual_block_absmax_mean,residual_block_absmax_max,effective_condition_number,danger_zone_mode_count,active_mode_count,residual_relative_l2,residual_cosine,mae,median_ae,zero_fraction,small_005_mae,small_001_mae,middle_mae,large_mae,danger_diagonal_fraction_error,danger_cross_fraction_error,danger_associated_fraction_error,local_mixing_fraction_error,medium_mixing_fraction_error,distant_mixing_fraction_error,danger_diagonal_energy,danger_cross_energy,codebook_levels,calibrated_parameter,chosen_scale_over_absmax_mean,chosen_scale_over_absmax_median,raw_relative_l2
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,uniform_int3,0.37605592608451843,0.9361147284507751,0.22003087401390076,0.9766260981559753,0.5610702633857727,0.9333081841468811,0.9921875596046448,0.5891944766044617,0.9064301252365112,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,0.37605592608451843,0.9361147284507751,6.77458883728832e-05,2.4779965315246955e-05,0.5574250221252441,1.890969906526152e-05,3.776491212192923e-06,7.914956222521141e-05,8.521055133314803e-05,0.0011110330233350396,0.6484782099723816,0.6495892405509949,0.4893195927143097,0.46470919251441956,0.04314485192298889,4.3402051232988015e-06,0.002533253515139222,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_1,0.3180338144302368,0.9537841081619263,0.18609003722667694,0.9832065105438232,0.6075233817100525,0.8859827518463135,1.0000100135803223,,,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,0.3180338144302368,0.9537841081619263,5.692166814696975e-05,2.0777348254341632e-05,0.4380357563495636,1.890969906526152e-05,3.776491212192923e-06,6.648479757132009e-05,5.951077400823124e-05,0.0010543873067945242,0.6474207043647766,0.6484751105308533,0.48680394887924194,0.4679364860057831,0.04140187427401543,2.9577413442893885e-06,0.0018161287298426032,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_5,0.2955639064311981,0.9609063863754272,0.17295031249523163,0.9856226444244385,0.6375625729560852,0.8507437705993652,0.9984576106071472,0.6685763001441956,0.8141573667526245,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,0.2955639064311981,0.9609063863754272,4.916766920359805e-05,1.665249146753922e-05,0.26528817415237427,1.890969906526152e-05,3.776491212192923e-06,5.23692651768215e-05,0.00012188192340545356,0.0010322845773771405,0.6438905596733093,0.6449227929115295,0.4826439619064331,0.4641903042793274,0.04255472496151924,2.523358944017673e-06,0.0015739526133984327,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_20,0.3584132790565491,0.9459052085876465,0.2097139060497284,0.9792881011962891,0.5988534688949585,0.8932042717933655,0.9943750500679016,,,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,0.3584132790565491,0.9459052085876465,5.197762220632285e-05,1.5144232747843489e-05,0.12927472591400146,2.0189909264445305e-05,3.776491212192923e-06,4.835659638047218e-05,0.00024024822050705552,0.0010724574094638228,0.6322542428970337,0.6333267092704773,0.47874611616134644,0.45790302753448486,0.044596098363399506,3.8880284591868985e-06,0.002292139921337366,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_100,0.5625187158584595,0.8988209962844849,0.3291328549385071,0.9542669057846069,0.5099865198135376,0.9849514365196228,0.9897909760475159,,,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,0.5625187158584595,0.8988209962844849,7.120343798305839e-05,1.6545847756788135e-05,0.04586000740528107,7.1701588240102865e-06,3.776491212192923e-06,6.984746141824871e-05,0.0003553354472387582,0.0011904912535101175,0.5967070460319519,0.5978975296020508,0.4485553801059723,0.4368208348751068,0.04515121132135391,1.0826768630067818e-05,0.005426675081253052,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_500,0.8912755846977234,0.8735566735267639,0.5214955806732178,0.9154569506645203,0.4671449363231659,1.029070496559143,0.993648886680603,,,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,0.8912755846977234,0.8735566735267639,0.00011060069664381444,2.0635081455111504e-05,0.014429163187742233,1.5613561117788777e-05,3.930495950044133e-06,0.00011962326971115544,0.00035533562186174095,0.001948993420228362,0.46642616391181946,0.46837514638900757,0.348865807056427,0.3382633626461029,0.03508054092526436,4.726089900941588e-05,0.01131031010299921,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_2000,1.2153282165527344,0.8817628026008606,0.7110905051231384,0.8862562775611877,0.4728529453277588,1.0219382047653198,0.9904863834381104,,,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,1.2153282165527344,0.8817628026008606,0.00015796965453773737,2.694284194149077e-05,0.00507269985973835,2.0406581825227477e-05,1.4946153896744363e-06,0.00018084178736899048,0.0003553354472387582,0.003233659313991666,0.33899325132369995,0.34222692251205444,0.2538291811943054,0.24558281898498535,0.023758569732308388,0.00015423004515469074,0.016168352216482162,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,lloyd_global,0.2755567133426666,0.9614419341087341,0.1612500548362732,0.986933708190918,0.6406038999557495,0.8484779000282288,1.0015544891357422,0.6714852452278137,0.810576856136322,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,0.2755567133426666,0.9614419341087341,4.5982145820744336e-05,1.5932497262838297e-05,0.3295152485370636,1.890969906526152e-05,3.776491212192923e-06,4.61003219243139e-05,0.00015503329632338136,0.0011544456938281655,0.6069243550300598,0.6080787777900696,0.4569154679775238,0.4389551877975464,0.04027795419096947,2.487693791408674e-06,0.0013078501215204597,"-1,-0.4151953,-0.1762106,0,0.1762106,0.4151953,1",,,,
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,lloyd_per_tensor_oracle,0.27532491087913513,0.9615658521652222,0.16111424565315247,0.9869598150253296,0.6414024233818054,0.8471260666847229,1.0005888938903809,,,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,0.27532491087913513,0.9615658521652222,4.6154858864611015e-05,1.6034295185818337e-05,0.33227765560150146,1.890969906526152e-05,3.776491212192923e-06,4.656992314266972e-05,0.00015115820860955864,0.0010792671237140894,0.6096529364585876,0.6107321977615356,0.4597148597240448,0.44013574719429016,0.04080543667078018,2.3169734504335793e-06,0.0013088044943287969,"-1,-0.4201941,-0.1778857,0,0.1778857,0.4201941,1",,,,
1,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,scale_oracle,0.22954174876213074,0.9733043909072876,0.13431942462921143,0.9909409284591675,0.6914114356040955,0.7883272171020508,1.006860375404358,,,0.0008256714208982885,0.0035095750354230404,524.8071899414062,181,384,0.22954174876213074,0.9733043909072876,3.855991963064298e-05,1.3593737094197422e-05,0.32339590787887573,1.890969906526152e-05,3.776491212192923e-06,4.0294951759278774e-05,9.129499085247517e-05,0.0012827729806303978,0.5978906154632568,0.599173367023468,0.44721049070358276,0.4395219087600708,0.048547059297561646,1.924358457472408e-06,0.0008969285991042852,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5217592645013861,0.5,
