seed,update,parameter_id,parameter_name,shape,k,quantizer,raw_residual_relative_l2,raw_residual_cosine,full_state_raw_relative_l2,full_state_raw_cosine,update_cosine,update_relative_l2,update_norm_ratio,exact_polar_cosine,exact_polar_relative_l2,residual_block_absmax_mean,residual_block_absmax_max,effective_condition_number,danger_zone_mode_count,active_mode_count,residual_relative_l2,residual_cosine,mae,median_ae,zero_fraction,small_005_mae,small_001_mae,middle_mae,large_mae,danger_diagonal_fraction_error,danger_cross_fraction_error,danger_associated_fraction_error,local_mixing_fraction_error,medium_mixing_fraction_error,distant_mixing_fraction_error,danger_diagonal_energy,danger_cross_energy,codebook_levels,calibrated_parameter,chosen_scale_over_absmax_mean,chosen_scale_over_absmax_median,raw_relative_l2
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,uniform_int3,0.384939044713974,0.9334064722061157,0.2308771312236786,0.9743226170539856,0.5558054447174072,0.9389157891273499,0.9922428727149963,0.5846264362335205,0.9114549160003662,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.384939044713974,0.9334064722061157,7.054148591123521e-05,2.4483553715981543e-05,0.5518459677696228,1.9796321794274263e-05,3.974378159909975e-06,8.245486242230982e-05,8.226518548326567e-05,0.0009802011772990227,0.6154540777206421,0.6164342761039734,0.4906451404094696,0.4623364508152008,0.04443024843931198,4.328819613874657e-06,0.002718003001064062,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_1,0.3228824734687805,0.9527059197425842,0.19365687668323517,0.9819058179855347,0.6047917008399963,0.8874660134315491,0.996407151222229,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3228824734687805,0.9527059197425842,5.880024764337577e-05,2.0463543478399515e-05,0.43102574348449707,1.9796321794274263e-05,3.974378159909975e-06,6.870081415399909e-05,5.599087671726011e-05,0.0009097735164687037,0.6125451922416687,0.6134549379348755,0.4873122274875641,0.46450844407081604,0.04357574135065079,2.830774064932484e-06,0.0019059436162933707,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_5,0.2975931763648987,0.9602910876274109,0.1784888207912445,0.9847039580345154,0.6311524510383606,0.8580538034439087,0.9980413913726807,0.6631960868835449,0.8207384347915649,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.2975931763648987,0.9602910876274109,5.044444333179854e-05,1.6392452380387112e-05,0.26006853580474854,1.9796321794274263e-05,3.974378159909975e-06,5.406122363638133e-05,0.00011440412345109507,0.0009098234586417675,0.6078606843948364,0.6087705492973328,0.4836474061012268,0.46358466148376465,0.0428176112473011,2.419941210973775e-06,0.0016167830908671021,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_20,0.35852834582328796,0.9455836415290833,0.21502457559108734,0.9782410264015198,0.5957939624786377,0.8957617282867432,0.9924745559692383,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.35852834582328796,0.9455836415290833,5.326194877852686e-05,1.4973429642850533e-05,0.12695764005184174,2.10883063118672e-05,3.974378159909975e-06,5.0230832130182534e-05,0.00022893442655913532,0.001028432627208531,0.6010530591011047,0.6020814776420593,0.4800049960613251,0.45826423168182373,0.044701624661684036,4.003340563940583e-06,0.0023396962787956,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_100,0.5623392462730408,0.8978408575057983,0.33726054430007935,0.9521864652633667,0.5088604688644409,0.9867830276489258,0.9912266731262207,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.5623392462730408,0.8978408575057983,7.231716881506145e-05,1.67200923897326e-05,0.04497386887669563,7.5406505857245065e-06,3.974378159909975e-06,7.151702448027208e-05,0.0003417224797885865,0.000901954248547554,0.5659393072128296,0.5668412446975708,0.450661838054657,0.4391975700855255,0.04644372686743736,8.837120731186587e-06,0.005544930696487427,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_500,0.8913514018058777,0.8695074319839478,0.5345755815505981,0.9119459390640259,0.4603852331638336,1.0366294384002686,0.9956903457641602,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.8913514018058777,0.8695074319839478,0.00011208179057575762,2.0938470697728917e-05,0.014383952133357525,1.6391955796279944e-05,4.084719421371119e-06,0.00012149017857154831,0.0003417225962039083,0.0016101014334708452,0.4477289617061615,0.4493390619754791,0.3581734299659729,0.3477541506290436,0.03546680510044098,4.1691906517371535e-05,0.011593476869165897,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_2000,1.2236685752868652,0.8775668144226074,0.7338665723800659,0.881888210773468,0.46009209752082825,1.0373740196228027,0.9965863823890686,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,1.2236685752868652,0.8775668144226074,0.000161153802764602,2.758357732091099e-05,0.005007143598049879,2.1328176444512792e-05,1.5897129514996777e-06,0.00018465267203282565,0.0003417224797885865,0.002040568273514509,0.33048057556152344,0.33252114057540894,0.2634662091732025,0.25169333815574646,0.02376192808151245,0.00010523417586227879,0.01704321801662445,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,lloyd_global,0.27628588676452637,0.9612694382667542,0.16570599377155304,0.9861983060836792,0.6353712677955627,0.8534464836120605,0.9987776279449463,0.6675930619239807,0.8153635859489441,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.27628588676452637,0.9612694382667542,4.716296825790778e-05,1.57541326188948e-05,0.3233167827129364,1.9796321794274263e-05,3.974378159909975e-06,4.7735145926708356e-05,0.00014651291712652892,0.0011334759183228016,0.5744388103485107,0.5755723118782043,0.4641217589378357,0.43345242738723755,0.04144654795527458,2.6328580133849755e-06,0.001334316679276526,"-1,-0.4151953,-0.1762106,0,0.1762106,0.4151953,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,lloyd_per_tensor_oracle,0.2761240005493164,0.9613571763038635,0.16560976207256317,0.9862193465232849,0.6343693733215332,0.8546442985534668,0.9988383650779724,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.2761240005493164,0.9613571763038635,4.7381854528794065e-05,1.5888399502728134e-05,0.3273451030254364,1.9796321794274263e-05,3.974378159909975e-06,4.8284640797646716e-05,0.00014234411355573684,0.0011550465133041143,0.577708899974823,0.5788639187812805,0.46486616134643555,0.4369589388370514,0.04173092916607857,2.6779775907925796e-06,0.0013394191628322005,"-1,-0.4208014,-0.1786702,0,0.1786702,0.4208014,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,scale_oracle,0.22885721921920776,0.9734587073326111,0.13727504014968872,0.9905360341072083,0.6924512982368469,0.7867363691329956,1.006200909614563,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.22885721921920776,0.9734587073326111,3.9200902392622083e-05,1.351209357380867e-05,0.31792986392974854,1.9796321794274263e-05,3.974378159909975e-06,4.099806028534658e-05,8.752893336350098e-05,0.0009614040027372539,0.568211019039154,0.5691724419593811,0.44869527220726013,0.44049936532974243,0.04976275935769081,1.5420091585838236e-06,0.000911361537873745,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.52361111705927,0.5,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,muon_global_codebook,0.3285199701786041,0.9464905858039856,0.19703876972198486,0.9806409478187561,0.5894085764884949,0.9033969640731812,0.993788480758667,0.6206319332122803,0.8710564374923706,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3285199701786041,0.9464905858039856,5.6675471569178626e-05,1.8758040823740885e-05,0.36167624592781067,1.9796321794274263e-05,3.974378159909975e-06,6.580397894140333e-05,5.7718272728379816e-05,0.0008689307724125683,0.5950442552566528,0.5959132313728333,0.47591066360473633,0.45091116428375244,0.043810002505779266,2.842544517989154e-06,0.0019465760560706258,"-1,-0.6,-0.2,0,0.2,0.6,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,geometry_codebook,0.3285199701786041,0.9464905858039856,0.19703876972198486,0.9806409478187561,0.5894085764884949,0.9033969640731812,0.993788480758667,0.6206319332122803,0.8710564374923706,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3285199701786041,0.9464905858039856,5.6675471569178626e-05,1.8758040823740885e-05,0.36167624592781067,1.9796321794274263e-05,3.974378159909975e-06,6.580397894140333e-05,5.7718272728379816e-05,0.0008689307724125683,0.5950442552566528,0.5959132313728333,0.47591066360473633,0.45091116428375244,0.043810002505779266,2.842544517989154e-06,0.0019465760560706258,"-1,-0.6,-0.2,0,0.2,0.6,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,danger_zone_codebook,0.3285199701786041,0.9464905858039856,0.19703876972198486,0.9806409478187561,0.5894085764884949,0.9033969640731812,0.993788480758667,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3285199701786041,0.9464905858039856,5.6675471569178626e-05,1.8758040823740885e-05,0.36167624592781067,1.9796321794274263e-05,3.974378159909975e-06,6.580397894140333e-05,5.7718272728379816e-05,0.0008689307724125683,0.5950442552566528,0.5959132313728333,0.47591066360473633,0.45091116428375244,0.043810002505779266,2.842544517989154e-06,0.0019465760560706258,"-1,-0.6,-0.2,0,0.2,0.6,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,geometry_mulaw_5,0.2975931763648987,0.9602910876274109,0.1784888207912445,0.9847039580345154,0.6311524510383606,0.8580538034439087,0.9980413913726807,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.2975931763648987,0.9602910876274109,5.044444333179854e-05,1.6392452380387112e-05,0.26006853580474854,1.9796321794274263e-05,3.974378159909975e-06,5.406122363638133e-05,0.00011440412345109507,0.0009098234586417675,0.6078606843948364,0.6087705492973328,0.4836474061012268,0.46358466148376465,0.0428176112473011,2.419941210973775e-06,0.0016167830908671021,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,geometry_power_0.75,0.3244601786136627,0.9529500603675842,0.19460150599479675,0.9818291664123535,0.6085949540138245,0.8831756711006165,0.9963862299919128,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3244601786136627,0.9529500603675842,5.7860765082295984e-05,1.9654507923405617e-05,0.3352186381816864,1.9796321794274263e-05,3.974378159909975e-06,6.749638123437762e-05,5.553992741624825e-05,0.0010623004054650664,0.6115909218788147,0.6126532554626465,0.48549994826316833,0.46262308955192566,0.044297002255916595,3.3532619454490487e-06,0.0019305505556985736,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,muon_mulaw_5,0.2975931763648987,0.9602910876274109,0.1784888207912445,0.9847039580345154,0.6311524510383606,0.8580538034439087,0.9980413913726807,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.2975931763648987,0.9602910876274109,5.044444333179854e-05,1.6392452380387112e-05,0.26006853580474854,1.9796321794274263e-05,3.974378159909975e-06,5.406122363638133e-05,0.00011440412345109507,0.0009098234586417675,0.6078606843948364,0.6087705492973328,0.4836474061012268,0.46358466148376465,0.0428176112473011,2.419941210973775e-06,0.0016167830908671021,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,muon_power_0.75,0.3244601786136627,0.9529500603675842,0.19460150599479675,0.9818291664123535,0.6085949540138245,0.8831756711006165,0.9963862299919128,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3244601786136627,0.9529500603675842,5.7860765082295984e-05,1.9654507923405617e-05,0.3352186381816864,1.9796321794274263e-05,3.974378159909975e-06,6.749638123437762e-05,5.553992741624825e-05,0.0010623004054650664,0.6115909218788147,0.6126532554626465,0.48549994826316833,0.46262308955192566,0.044297002255916595,3.3532619454490487e-06,0.0019305505556985736,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,,,
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,calibrated_mulaw_5,0.2975931763648987,0.9602910876274109,0.1784888207912445,0.9847039580345154,0.6311524510383606,0.8580538034439087,0.9980413913726807,0.6631960868835449,0.8207384347915649,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.2975931763648987,0.9602910876274109,5.044444333179854e-05,1.6392452380387112e-05,0.26006853580474854,1.9796321794274263e-05,3.974378159909975e-06,5.406122363638133e-05,0.00011440412345109507,0.0009098234586417675,0.6078606843948364,0.6087705492973328,0.4836474061012268,0.46358466148376465,0.0428176112473011,2.419941210973775e-06,0.0016167830908671021,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",5,,,
