seed,update,parameter_id,parameter_name,shape,k,quantizer,raw_residual_relative_l2,raw_residual_cosine,full_state_raw_relative_l2,full_state_raw_cosine,update_cosine,update_relative_l2,update_norm_ratio,exact_polar_cosine,exact_polar_relative_l2,residual_block_absmax_mean,residual_block_absmax_max,effective_condition_number,danger_zone_mode_count,active_mode_count,residual_relative_l2,residual_cosine,mae,median_ae,zero_fraction,small_005_mae,small_001_mae,middle_mae,large_mae,danger_diagonal_fraction_error,danger_cross_fraction_error,danger_associated_fraction_error,local_mixing_fraction_error,medium_mixing_fraction_error,distant_mixing_fraction_error,danger_diagonal_energy,danger_cross_energy,codebook_levels,calibrated_parameter,chosen_scale_over_absmax_mean,chosen_scale_over_absmax_median
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,scale_oracle,0.22885721921920776,0.9734587073326111,0.13727504014968872,0.9905360341072083,0.6924512982368469,0.7867363691329956,1.006200909614563,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.22885721921920776,0.9734587073326111,3.9200902392622083e-05,1.351209357380867e-05,0.31792986392974854,1.9796321794274263e-05,3.974378159909975e-06,4.099806028534658e-05,8.752893336350098e-05,0.0009614040027372539,0.568211019039154,0.5691724419593811,0.44869527220726013,0.44049936532974243,0.04976275935769081,1.5420091585838236e-06,0.000911361537873745,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.52361111705927,0.5
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,scale_oracle,0.2243988960981369,0.9745057821273804,0.11174681037664413,0.9937378168106079,0.7406805157661438,0.7250100374221802,1.013155221939087,,,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,0.2243988960981369,0.9745057821273804,3.2539814128540456e-05,1.190516195492819e-05,0.3112860918045044,1.6050002159317955e-05,3.2371276574849617e-06,3.385172021808103e-05,7.336601265706122e-05,0.001005172380246222,0.5709264278411865,0.5719316005706787,0.4549473822116852,0.44222646951675415,0.042216286063194275,1.0601995654724305e-06,0.0006021812441758811,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5250000057725999,0.5
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,scale_oracle,0.22477374970912933,0.9744244813919067,0.13160620629787445,0.9913042783737183,0.6643655896186829,0.8401288986206055,1.0480252504348755,,,0.006592662073671818,0.008644099347293377,82621.1015625,143,384,0.22477374970912933,0.9744244813919067,0.0003114340652246028,0.00029455218464136124,0.2695176899433136,0.00016616020002402365,3.3590484235901386e-05,0.00031701597617939115,0.0006012885714881122,0.0011283233761787415,0.5669740438461304,0.5681023597717285,0.35272639989852905,0.4528823792934418,0.14619898796081543,2.5213006665580906e-05,0.01266934722661972,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5347222321854932,0.5
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,scale_oracle,0.22314977645874023,0.9747909307479858,0.10836243629455566,0.9941125512123108,0.7140834331512451,0.7767893671989441,1.050703763961792,,,0.005404511000961065,0.0075425333343446255,82621.1015625,143,384,0.22314977645874023,0.9747909307479858,0.000256540923146531,0.00024344224948436022,0.2653605043888092,0.00013620311801787466,2.713220783334691e-05,0.0002602039894554764,0.0004938131896778941,0.0012703414540737867,0.5696816444396973,0.5709520578384399,0.3515433073043823,0.4548454284667969,0.14469154179096222,1.923978197737597e-05,0.00862803589552641,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5361111204461917,0.5
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",4,scale_oracle,0.2639893889427185,0.9646397829055786,0.1836964339017868,0.9830154776573181,0.9183436632156372,0.40671467781066895,1.011945128440857,,,0.001476771547459066,0.003311352338641882,65.37999725341797,0,384,0.2639893889427185,0.9646397829055786,6.636386387981474e-05,5.982656148262322e-05,0.3357900083065033,3.888784704031423e-05,7.87284443504177e-06,6.93697074893862e-05,0.00015128137602005154,0.0,0.0,0.0,0.7078211307525635,0.18615122139453888,0.0018682408845052123,0.0,0.0,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5130208362714318,0.5
0,128,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",8,scale_oracle,0.2546676993370056,0.9671072959899902,0.16028788685798645,0.9870866537094116,0.9348503947257996,0.36267876625061035,1.008827567100525,,,0.0012943907640874386,0.0028932325076311827,65.37999725341797,0,384,0.2546676993370056,0.9671072959899902,5.8555462601361796e-05,5.369968857849017e-05,0.32168832421302795,3.350625411258079e-05,6.795458830310963e-06,6.093569390941411e-05,0.0001300419244216755,0.0,0.0,0.0,0.7150697708129883,0.17723892629146576,0.0018586304504424334,0.0,0.0,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5156250032845189,0.5
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",4,scale_oracle,0.261145681142807,0.9653633236885071,0.18531779944896698,0.9826995730400085,0.9175830483436584,0.4083792567253113,1.010976791381836,,,0.0014317674795165658,0.002989496337249875,63.810787200927734,0,384,0.261145681142807,0.9653633236885071,6.442117592087016e-05,5.8071716921404004e-05,0.3313852846622467,3.7575704482151195e-05,7.565677606180543e-06,6.706434942316264e-05,0.00014927747542969882,0.0,0.0,0.0,0.6950546503067017,0.19162243604660034,0.0019741258583962917,0.0,0.0,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5114583358826261,0.5
0,128,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",8,scale_oracle,0.2537817656993866,0.9673397541046143,0.16142794489860535,0.9868984222412109,0.9344626665115356,0.36373448371887207,1.0086983442306519,,,0.0012550681130960584,0.0024946858175098896,63.810787200927734,0,384,0.2537817656993866,0.9673397541046143,5.6797856814228e-05,5.204210174269974e-05,0.31844329833984375,3.2710402592783794e-05,6.64615663481527e-06,5.900267933611758e-05,0.00012519066513050348,0.0,0.0,0.0,0.709602952003479,0.1835312843322754,0.0016589948209002614,0.0,0.0,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5156250030277572,0.5
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",4,scale_oracle,0.3229410648345947,0.9483175277709961,0.2491140216588974,0.9691519141197205,0.8227131962776184,0.600284218788147,1.0155539512634277,,,0.007385001052170992,0.015406075865030289,68.17446899414062,0,384,0.3229410648345947,0.9483175277709961,0.0003157571773044765,0.0002959390403702855,0.445404052734375,0.00018827911117114127,3.833734808722511e-05,0.0003551229601725936,0.0008912963676266372,0.0,0.0,0.0,0.6573377251625061,0.2874065935611725,0.0038989027962088585,0.0,0.0,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5005208333861312,0.5
0,128,transformer.h.0.mlp.c_proj.weight,transformer.h.0.mlp.c_proj.weight,"(384, 1024)",8,scale_oracle,0.3109061121940613,0.9520929455757141,0.20985230803489685,0.9780661463737488,0.8591053485870361,0.5330483913421631,1.008072018623352,,,0.006225913763046265,0.014695403166115284,68.17446899414062,0,384,0.3109061121940613,0.9520929455757141,0.0002663728373590857,0.00025059585459530354,0.42067208886146545,0.0001593508495716378,3.2488478609593585e-05,0.0002962866274174303,0.0007107604178600013,0.0,0.0,0.0,0.6700206995010376,0.27862656116485596,0.00373732578009367,0.0,0.0,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5005208333834053,0.5
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"(1152, 384)",4,scale_oracle,0.22882407903671265,0.9734897613525391,0.14136920869350433,0.9899589419364929,0.6276323795318604,0.8828999996185303,1.044081211090088,,,0.0006877024425193667,0.0026723206974565983,743.9575805664062,195,384,0.22882407903671265,0.9734897613525391,3.2271385862259194e-05,1.0040228517027572e-05,0.30485931038856506,1.5809013348189183e-05,3.137750809401041e-06,3.352731800987385e-05,7.140581146813929e-05,0.0011179008288308978,0.6448640823364258,0.6459819674491882,0.3999294340610504,0.4607236981391907,0.0789840891957283,1.326101823906356e-06,0.0007649653707630932,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5236111173312266,0.5
0,128,transformer.h.1.attn.c_attn.weight,transformer.h.1.attn.c_attn.weight,"(1152, 384)",8,scale_oracle,0.22689573466777802,0.9739403128623962,0.11509876698255539,0.9933574199676514,0.6717736124992371,0.831908106803894,1.0503872632980347,,,0.0005765379755757749,0.0019960093777626753,743.9575805664062,195,384,0.22689573466777802,0.9739403128623962,2.703573409235105e-05,9.274814146920107e-06,0.3081190288066864,1.3168441910238471e-05,2.6168638669332722e-06,2.8311536880210042e-05,5.712774145649746e-05,0.0012567987432703376,0.6541410088539124,0.6553977727890015,0.4084596037864685,0.4649185836315155,0.07486278563737869,9.816159263209556e-07,0.0005109133198857307,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5287037109856207,0.5
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"(384, 384)",4,scale_oracle,0.2262071967124939,0.9741055369377136,0.13534267246723175,0.9908040761947632,0.6087755560874939,0.9219914078712463,1.078533411026001,,,0.005761271808296442,0.007368425372987986,448630.375,156,384,0.2262071967124939,0.9741055369377136,0.0002678058808669448,0.0002552431542426348,0.2721828818321228,0.0001451788266422227,2.8962045689695515e-05,0.0002742036886047572,0.0005202192114666104,0.0010567479766905308,0.6112658977508545,0.6123225688934326,0.3228985071182251,0.4510249197483063,0.1854478269815445,1.7280146494158544e-05,0.0099955378100276,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5277777847724051,0.5
0,128,transformer.h.1.attn.c_proj.weight,transformer.h.1.attn.c_proj.weight,"(384, 384)",8,scale_oracle,0.22353847324848175,0.974692165851593,0.10852880030870438,0.9940952062606812,0.6636008620262146,0.8582109212875366,1.0841857194900513,,,0.004546512849628925,0.006429832894355059,448630.375,156,384,0.22353847324848175,0.974692165851593,0.00021437086979858577,0.0002034972421824932,0.2664862871170044,0.00011419895599829033,2.2696611267747357e-05,0.00021827656019013375,0.0004136478528380394,0.0013782443711534142,0.6140139102935791,0.6153921484947205,0.3262370228767395,0.4497843384742737,0.17887556552886963,1.4488041415461339e-05,0.006454485934227705,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,0.5347222303368262,0.5
