seed,update,parameter_id,parameter_name,shape,k,quantizer,raw_residual_relative_l2,raw_residual_cosine,full_state_raw_relative_l2,full_state_raw_cosine,update_cosine,update_relative_l2,update_norm_ratio,exact_polar_cosine,exact_polar_relative_l2,residual_block_absmax_mean,residual_block_absmax_max,effective_condition_number,danger_zone_mode_count,active_mode_count,residual_relative_l2,residual_cosine,mae,median_ae,zero_fraction,small_005_mae,small_001_mae,middle_mae,large_mae,danger_diagonal_fraction_error,danger_cross_fraction_error,danger_associated_fraction_error,local_mixing_fraction_error,medium_mixing_fraction_error,distant_mixing_fraction_error,danger_diagonal_energy,danger_cross_energy,codebook_levels,calibrated_parameter,gain_vs_uniform
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_100,0.5623392462730408,0.8978408575057983,0.33726054430007935,0.9521864652633667,0.5088604688644409,0.9867830276489258,0.9912266731262207,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.5623392462730408,0.8978408575057983,7.231716881506145e-05,1.67200923897326e-05,0.04497386887669563,7.5406505857245065e-06,3.974378159909975e-06,7.151702448027208e-05,0.0003417224797885865,0.000901954248547554,0.5659393072128296,0.5668412446975708,0.450661838054657,0.4391975700855255,0.04644372686743736,8.837120731186587e-06,0.005544930696487427,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.04694497585296631
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_500,0.8913514018058777,0.8695074319839478,0.5345755815505981,0.9119459390640259,0.4603852331638336,1.0366294384002686,0.9956903457641602,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.8913514018058777,0.8695074319839478,0.00011208179057575762,2.0938470697728917e-05,0.014383952133357525,1.6391955796279944e-05,4.084719421371119e-06,0.00012149017857154831,0.0003417225962039083,0.0016101014334708452,0.4477289617061615,0.4493390619754791,0.3581734299659729,0.3477541506290436,0.03546680510044098,4.1691906517371535e-05,0.011593476869165897,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.09542021155357361
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_2000,1.2236685752868652,0.8775668144226074,0.7338665723800659,0.881888210773468,0.46009209752082825,1.0373740196228027,0.9965863823890686,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,1.2236685752868652,0.8775668144226074,0.000161153802764602,2.758357732091099e-05,0.005007143598049879,2.1328176444512792e-05,1.5897129514996777e-06,0.00018465267203282565,0.0003417224797885865,0.002040568273514509,0.33048057556152344,0.33252114057540894,0.2634662091732025,0.25169333815574646,0.02376192808151245,0.00010523417586227879,0.01704321801662445,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.09571334719657898
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,mulaw_mu_100,0.5672417283058167,0.8986820578575134,0.28239747881889343,0.9649408459663391,0.5471559166908264,0.9471331238746643,0.9903653860092163,,,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,0.5672417283058167,0.8986820578575134,6.189286068547517e-05,1.5059267752803862e-05,0.0442030169069767,6.0807965382991824e-06,3.2371276574849617e-06,5.9982205129927024e-05,0.0002958892146125436,0.0011193016543984413,0.5626944899559021,0.5638137459754944,0.4504605829715729,0.4344664216041565,0.04084841534495354,7.642531272722408e-06,0.0038420474156737328,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.06148874759674072
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,mulaw_mu_500,0.8956297039985657,0.8766438364982605,0.4458830654621124,0.9312841892242432,0.506865918636322,0.9885689616203308,0.9907861948013306,,,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,0.8956297039985657,0.8766438364982605,9.631960710976273e-05,1.890845305752009e-05,0.013852720148861408,1.3185567695472855e-05,3.3407504815841094e-06,0.00010334836406400427,0.0002958893892355263,0.001886621699668467,0.4303182065486908,0.43220481276512146,0.3434567451477051,0.33164119720458984,0.031451646238565445,3.415940955164842e-05,0.007791395299136639,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.10177874565124512
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,mulaw_mu_2000,1.2154560089111328,0.8861634731292725,0.6050912737846375,0.9015108942985535,0.5170126557350159,0.9774824976921082,0.9889959096908569,,,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,1.2154560089111328,0.8861634731292725,0.00013752318045590073,2.50625435000984e-05,0.004885073285549879,1.733544559101574e-05,1.3064066024526255e-06,0.0001563118858030066,0.0002958892146125436,0.003307150676846504,0.3095278739929199,0.31283503770828247,0.2481095939874649,0.23631365597248077,0.022545496001839638,0.00011655302660074085,0.010908608324825764,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.09163200855255127
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,mulaw_mu_100,0.568088710308075,0.8983342051506042,0.3325798511505127,0.9537713527679443,0.48300546407699585,1.0443819761276245,1.0522379875183105,,,0.006592662073671818,0.008644099347293377,82621.1015625,143,384,0.568088710308075,0.8983342051506042,0.0006141154444776475,0.00034680217504501343,0.0355495885014534,6.281457899603993e-05,3.3590484235901386e-05,0.0005764311063103378,0.002447297563776374,0.0010106466943398118,0.5656320452690125,0.566642701625824,0.34868425130844116,0.4468748867511749,0.14893443882465363,0.0001442557986592874,0.08073613047599792,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.06757164001464844
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,mulaw_mu_500,0.8972943425178528,0.8757820725440979,0.5253010988235474,0.9151820540428162,0.4469902813434601,1.0838886499404907,1.059046745300293,,,0.006592662073671818,0.008644099347293377,82621.1015625,143,384,0.8972943425178528,0.8757820725440979,0.0009659305214881897,0.00044476520270109177,0.011006672866642475,0.00013611240137834102,3.460035804891959e-05,0.0010118094505742192,0.002447298960760236,0.0014104341389611363,0.46018317341804504,0.4615935981273651,0.2872200012207031,0.3621659576892853,0.11937804520130157,0.0005022558034397662,0.16387128829956055,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.1035868227481842
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",4,mulaw_mu_2000,1.2197072505950928,0.8854994773864746,0.7140422463417053,0.8860263228416443,0.4620709717273712,1.0716602802276611,1.063704013824463,,,0.006592662073671818,0.008644099347293377,82621.1015625,143,384,1.2197072505950928,0.8854994773864746,0.0013822742039337754,0.0006248991703614593,0.00390625,0.0001791633403627202,1.309865456278203e-05,0.0015357214724645019,0.002447297563776374,0.0020775990560650826,0.3548271059989929,0.3569047152996063,0.2203325629234314,0.27723366022109985,0.08897757530212402,0.0013670207699760795,0.23346951603889465,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.08850613236427307
0,128,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",8,mulaw_mu_100,0.5694677829742432,0.8983562588691711,0.27646350860595703,0.9663950800895691,0.5210242867469788,1.001891016960144,1.0456660985946655,,,0.005404511000961065,0.0075425333343446255,82621.1015625,143,384,0.5694677829742432,0.8983562588691711,0.000511769438162446,0.0002875278005376458,0.0349663645029068,5.157063060323708e-05,2.713220783334691e-05,0.0004761593008879572,0.00202189851552248,0.0010512839071452618,0.5652086138725281,0.5662599205970764,0.3497336506843567,0.4472222924232483,0.14624682068824768,0.0001036921821651049,0.05574870482087135,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",,-0.07604247331619263
