seed,update,parameter_id,parameter_name,shape,k,quantizer,raw_residual_relative_l2,raw_residual_cosine,full_state_raw_relative_l2,full_state_raw_cosine,update_cosine,update_relative_l2,update_norm_ratio,exact_polar_cosine,exact_polar_relative_l2,residual_block_absmax_mean,residual_block_absmax_max,effective_condition_number,danger_zone_mode_count,active_mode_count,residual_relative_l2,residual_cosine,mae,median_ae,zero_fraction,small_005_mae,small_001_mae,middle_mae,large_mae,danger_diagonal_fraction_error,danger_cross_fraction_error,danger_associated_fraction_error,local_mixing_fraction_error,medium_mixing_fraction_error,distant_mixing_fraction_error,danger_diagonal_energy,danger_cross_energy,codebook_levels,calibrated_parameter
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,muon_global_codebook,0.3285199701786041,0.9464905858039856,0.19703876972198486,0.9806409478187561,0.5894085764884949,0.9033969640731812,0.993788480758667,0.6206319332122803,0.8710564374923706,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3285199701786041,0.9464905858039856,5.6675471569178626e-05,1.8758040823740885e-05,0.36167624592781067,1.9796321794274263e-05,3.974378159909975e-06,6.580397894140333e-05,5.7718272728379816e-05,0.0008689307724125683,0.5950442552566528,0.5959132313728333,0.47591066360473633,0.45091116428375244,0.043810002505779266,2.842544517989154e-06,0.0019465760560706258,"-1,-0.6,-0.2,0,0.2,0.6,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,geometry_codebook,0.3285199701786041,0.9464905858039856,0.19703876972198486,0.9806409478187561,0.5894085764884949,0.9033969640731812,0.993788480758667,0.6206319332122803,0.8710564374923706,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3285199701786041,0.9464905858039856,5.6675471569178626e-05,1.8758040823740885e-05,0.36167624592781067,1.9796321794274263e-05,3.974378159909975e-06,6.580397894140333e-05,5.7718272728379816e-05,0.0008689307724125683,0.5950442552566528,0.5959132313728333,0.47591066360473633,0.45091116428375244,0.043810002505779266,2.842544517989154e-06,0.0019465760560706258,"-1,-0.6,-0.2,0,0.2,0.6,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,danger_zone_codebook,0.3285199701786041,0.9464905858039856,0.19703876972198486,0.9806409478187561,0.5894085764884949,0.9033969640731812,0.993788480758667,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3285199701786041,0.9464905858039856,5.6675471569178626e-05,1.8758040823740885e-05,0.36167624592781067,1.9796321794274263e-05,3.974378159909975e-06,6.580397894140333e-05,5.7718272728379816e-05,0.0008689307724125683,0.5950442552566528,0.5959132313728333,0.47591066360473633,0.45091116428375244,0.043810002505779266,2.842544517989154e-06,0.0019465760560706258,"-1,-0.6,-0.2,0,0.2,0.6,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,geometry_mulaw_5,0.2975931763648987,0.9602910876274109,0.1784888207912445,0.9847039580345154,0.6311524510383606,0.8580538034439087,0.9980413913726807,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.2975931763648987,0.9602910876274109,5.044444333179854e-05,1.6392452380387112e-05,0.26006853580474854,1.9796321794274263e-05,3.974378159909975e-06,5.406122363638133e-05,0.00011440412345109507,0.0009098234586417675,0.6078606843948364,0.6087705492973328,0.4836474061012268,0.46358466148376465,0.0428176112473011,2.419941210973775e-06,0.0016167830908671021,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,geometry_power_0.75,0.3244601786136627,0.9529500603675842,0.19460150599479675,0.9818291664123535,0.6085949540138245,0.8831756711006165,0.9963862299919128,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3244601786136627,0.9529500603675842,5.7860765082295984e-05,1.9654507923405617e-05,0.3352186381816864,1.9796321794274263e-05,3.974378159909975e-06,6.749638123437762e-05,5.553992741624825e-05,0.0010623004054650664,0.6115909218788147,0.6126532554626465,0.48549994826316833,0.46262308955192566,0.044297002255916595,3.3532619454490487e-06,0.0019305505556985736,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,muon_mulaw_5,0.2975931763648987,0.9602910876274109,0.1784888207912445,0.9847039580345154,0.6311524510383606,0.8580538034439087,0.9980413913726807,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.2975931763648987,0.9602910876274109,5.044444333179854e-05,1.6392452380387112e-05,0.26006853580474854,1.9796321794274263e-05,3.974378159909975e-06,5.406122363638133e-05,0.00011440412345109507,0.0009098234586417675,0.6078606843948364,0.6087705492973328,0.4836474061012268,0.46358466148376465,0.0428176112473011,2.419941210973775e-06,0.0016167830908671021,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,muon_power_0.75,0.3244601786136627,0.9529500603675842,0.19460150599479675,0.9818291664123535,0.6085949540138245,0.8831756711006165,0.9963862299919128,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3244601786136627,0.9529500603675842,5.7860765082295984e-05,1.9654507923405617e-05,0.3352186381816864,1.9796321794274263e-05,3.974378159909975e-06,6.749638123437762e-05,5.553992741624825e-05,0.0010623004054650664,0.6115909218788147,0.6126532554626465,0.48549994826316833,0.46262308955192566,0.044297002255916595,3.3532619454490487e-06,0.0019305505556985736,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,danger_weighted_codebook_D4_L1,0.3285199701786041,0.9464905858039856,0.19703876972198486,0.9806409478187561,0.5894085764884949,0.9033969640731812,0.993788480758667,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3285199701786041,0.9464905858039856,5.6675471569178626e-05,1.8758040823740885e-05,0.36167624592781067,1.9796321794274263e-05,3.974378159909975e-06,6.580397894140333e-05,5.7718272728379816e-05,0.0008689307724125683,0.5950442552566528,0.5959132313728333,0.47591066360473633,0.45091116428375244,0.043810002505779266,2.842544517989154e-06,0.0019465760560706258,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,muon_global_codebook,0.3227326273918152,0.9485651850700378,0.16068550944328308,0.9871369004249573,0.6393767595291138,0.8491502404212952,0.9997276663780212,0.6727386116981506,0.8090288043022156,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,0.3227326273918152,0.9485651850700378,4.7129011363722384e-05,1.6783813407528214e-05,0.3542887270450592,1.6050002159317955e-05,3.2371276574849617e-06,5.4417159844888374e-05,5.142543159308843e-05,0.0011575472308322787,0.6003025770187378,0.6014600992202759,0.4762696325778961,0.4582805335521698,0.04098264500498772,2.5007834665302653e-06,0.0012969032395631075,"-1,-0.6,-0.2,0,0.2,0.6,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,geometry_codebook,0.3227326273918152,0.9485651850700378,0.16068550944328308,0.9871369004249573,0.6393767595291138,0.8491502404212952,0.9997276663780212,0.6727386116981506,0.8090288043022156,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,0.3227326273918152,0.9485651850700378,4.7129011363722384e-05,1.6783813407528214e-05,0.3542887270450592,1.6050002159317955e-05,3.2371276574849617e-06,5.4417159844888374e-05,5.142543159308843e-05,0.0011575472308322787,0.6003025770187378,0.6014600992202759,0.4762696325778961,0.4582805335521698,0.04098264500498772,2.5007834665302653e-06,0.0012969032395631075,"-1,-0.6,-0.2,0,0.2,0.6,1",
