seed,update,parameter_id,parameter_name,shape,k,quantizer,raw_residual_relative_l2,raw_residual_cosine,full_state_raw_relative_l2,full_state_raw_cosine,update_cosine,update_relative_l2,update_norm_ratio,exact_polar_cosine,exact_polar_relative_l2,residual_block_absmax_mean,residual_block_absmax_max,effective_condition_number,danger_zone_mode_count,active_mode_count,residual_relative_l2,residual_cosine,mae,median_ae,zero_fraction,small_005_mae,small_001_mae,middle_mae,large_mae,danger_diagonal_fraction_error,danger_cross_fraction_error,danger_associated_fraction_error,local_mixing_fraction_error,medium_mixing_fraction_error,distant_mixing_fraction_error,danger_diagonal_energy,danger_cross_energy,codebook_levels,calibrated_parameter
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_1,0.3228824734687805,0.9527059197425842,0.19365687668323517,0.9819058179855347,0.6047917008399963,0.8874660134315491,0.996407151222229,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.3228824734687805,0.9527059197425842,5.880024764337577e-05,2.0463543478399515e-05,0.43102574348449707,1.9796321794274263e-05,3.974378159909975e-06,6.870081415399909e-05,5.599087671726011e-05,0.0009097735164687037,0.6125451922416687,0.6134549379348755,0.4873122274875641,0.46450844407081604,0.04357574135065079,2.830774064932484e-06,0.0019059436162933707,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_5,0.2975931763648987,0.9602910876274109,0.1784888207912445,0.9847039580345154,0.6311524510383606,0.8580538034439087,0.9980413913726807,0.6631960868835449,0.8207384347915649,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.2975931763648987,0.9602910876274109,5.044444333179854e-05,1.6392452380387112e-05,0.26006853580474854,1.9796321794274263e-05,3.974378159909975e-06,5.406122363638133e-05,0.00011440412345109507,0.0009098234586417675,0.6078606843948364,0.6087705492973328,0.4836474061012268,0.46358466148376465,0.0428176112473011,2.419941210973775e-06,0.0016167830908671021,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_20,0.35852834582328796,0.9455836415290833,0.21502457559108734,0.9782410264015198,0.5957939624786377,0.8957617282867432,0.9924745559692383,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.35852834582328796,0.9455836415290833,5.326194877852686e-05,1.4973429642850533e-05,0.12695764005184174,2.10883063118672e-05,3.974378159909975e-06,5.0230832130182534e-05,0.00022893442655913532,0.001028432627208531,0.6010530591011047,0.6020814776420593,0.4800049960613251,0.45826423168182373,0.044701624661684036,4.003340563940583e-06,0.0023396962787956,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_100,0.5623392462730408,0.8978408575057983,0.33726054430007935,0.9521864652633667,0.5088604688644409,0.9867830276489258,0.9912266731262207,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.5623392462730408,0.8978408575057983,7.231716881506145e-05,1.67200923897326e-05,0.04497386887669563,7.5406505857245065e-06,3.974378159909975e-06,7.151702448027208e-05,0.0003417224797885865,0.000901954248547554,0.5659393072128296,0.5668412446975708,0.450661838054657,0.4391975700855255,0.04644372686743736,8.837120731186587e-06,0.005544930696487427,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_500,0.8913514018058777,0.8695074319839478,0.5345755815505981,0.9119459390640259,0.4603852331638336,1.0366294384002686,0.9956903457641602,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,0.8913514018058777,0.8695074319839478,0.00011208179057575762,2.0938470697728917e-05,0.014383952133357525,1.6391955796279944e-05,4.084719421371119e-06,0.00012149017857154831,0.0003417225962039083,0.0016101014334708452,0.4477289617061615,0.4493390619754791,0.3581734299659729,0.3477541506290436,0.03546680510044098,4.1691906517371535e-05,0.011593476869165897,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",4,mulaw_mu_2000,1.2236685752868652,0.8775668144226074,0.7338665723800659,0.881888210773468,0.46009209752082825,1.0373740196228027,0.9965863823890686,,,0.0008541261195205152,0.002744528464972973,465.30328369140625,170,384,1.2236685752868652,0.8775668144226074,0.000161153802764602,2.758357732091099e-05,0.005007143598049879,2.1328176444512792e-05,1.5897129514996777e-06,0.00018465267203282565,0.0003417224797885865,0.002040568273514509,0.33048057556152344,0.33252114057540894,0.2634662091732025,0.25169333815574646,0.02376192808151245,0.00010523417586227879,0.01704321801662445,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,mulaw_mu_1,0.3122312128543854,0.955525279045105,0.1554591953754425,0.9882076382637024,0.6598669290542603,0.8257055878639221,1.0022270679473877,,,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,0.3122312128543854,0.955525279045105,4.825153882848099e-05,1.8268023268319666e-05,0.42180943489074707,1.6050002159317955e-05,3.2371276574849617e-06,5.596937262453139e-05,5.019211312173866e-05,0.0007738614222034812,0.6118842959403992,0.6126581430435181,0.48768484592437744,0.4654434025287628,0.0427614189684391,1.5425446235894924e-06,0.0012196742463856936,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,mulaw_mu_5,0.2924826145172119,0.9619131088256836,0.1456228792667389,0.9896981716156006,0.6829990744590759,0.7979629635810852,1.0042914152145386,0.7170921564102173,0.7522101998329163,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,0.2924826145172119,0.9619131088256836,4.181817712378688e-05,1.4671019016532227e-05,0.2537502646446228,1.6050002159317955e-05,3.2371276574849617e-06,4.411765621625818e-05,0.00010185351857217029,0.0008457986987195909,0.6060016751289368,0.6068474650382996,0.48433035612106323,0.45930221676826477,0.04371477663516998,1.492918272560928e-06,0.0010696528479456902,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,mulaw_mu_20,0.3566831946372986,0.9459194540977478,0.1775815486907959,0.984879732131958,0.6417545676231384,0.845862090587616,0.9985840320587158,,,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,0.3566831946372986,0.9459194540977478,4.450277629075572e-05,1.343822805210948e-05,0.1239488422870636,1.7158656191895716e-05,3.2371276574849617e-06,4.0876093407860026e-05,0.00019973682356067002,0.0009535160497762263,0.5987145900726318,0.5996680855751038,0.483364462852478,0.45827654004096985,0.042451102286577225,2.5257488687202567e-06,0.0015859226696193218,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",8,mulaw_mu_100,0.5672417283058167,0.8986820578575134,0.28239747881889343,0.9649408459663391,0.5471559166908264,0.9471331238746643,0.9903653860092163,,,0.0006951104733161628,0.002396000549197197,465.30328369140625,170,384,0.5672417283058167,0.8986820578575134,6.189286068547517e-05,1.5059267752803862e-05,0.0442030169069767,6.0807965382991824e-06,3.2371276574849617e-06,5.9982205129927024e-05,0.0002958892146125436,0.0011193016543984413,0.5626944899559021,0.5638137459754944,0.4504605829715729,0.4344664216041565,0.04084841534495354,7.642531272722408e-06,0.0038420474156737328,"-1,-0.6666667,-0.3333333,0,0.3333333,0.6666667,1",
